"","Country","Country_code","Series","Series_code","Year","Number"
"268","Indonesia","IDN","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","965","0"
"269","Indonesia","IDN","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","965","0"
"270","Indonesia","IDN","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","965","0"
"271","Indonesia","IDN","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","965","0"
"272","Indonesia","IDN","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","965","0"
"273","Indonesia","IDN","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","965","0"
"274","Indonesia","IDN","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","965","0"
"275","Indonesia","IDN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","965","5.83298228595529"
"276","Indonesia","IDN","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","965","0"
"277","Indonesia","IDN","GDP per capita (current US$)","NY.GDP.PCAP.CD","965","0"
"278","Indonesia","IDN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","965","0"
"279","Indonesia","IDN","GINI index (World Bank estimate)","SI.POV.GINI","965","0"
"280","Indonesia","IDN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","965","0"
"281","Japan","JPN","Access to electricity (% of population)","EG.ELC.ACCS.ZS","965","0"
"282","Japan","JPN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","965","0"
"283","Japan","JPN","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","965","0"
"284","Japan","JPN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","965","0"
"285","Japan","JPN","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","965","0"
"286","Japan","JPN","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","965","4.85897607783061"
"287","Japan","JPN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","965","7.1"
"288","Japan","JPN","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","965","0"
"289","Japan","JPN","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","965","1775.83608911542"
"290","Japan","JPN","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","965","0"
"291","Japan","JPN","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","965","0"
"292","Japan","JPN","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","965","0"
"293","Japan","JPN","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","965","0"
"294","Japan","JPN","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","965","0"
"295","Japan","JPN","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","965","10.5176731688727"
"296","Japan","JPN","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","965","0"
"297","Japan","JPN","GDP per capita (current US$)","NY.GDP.PCAP.CD","965","919.776688184802"
"298","Japan","JPN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","965","0"
"299","Japan","JPN","GINI index (World Bank estimate)","SI.POV.GINI","965","0"
"300","Japan","JPN","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","965","0"
"301","Korea, Rep.","KOR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","965","0"
"302","Korea, Rep.","KOR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","965","0"
"303","Korea, Rep.","KOR","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","965","0"
"304","Korea, Rep.","KOR","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","965","0"
"305","Korea, Rep.","KOR","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","965","39.3596440958427"
"306","Korea, Rep.","KOR","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","965","0"
"307","Korea, Rep.","KOR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","965","11.438"
"308","Korea, Rep.","KOR","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","965","0"
"309","Korea, Rep.","KOR","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","965","0"
"310","Korea, Rep.","KOR","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","965","0"
"311","Korea, Rep.","KOR","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","965","0"
"312","Korea, Rep.","KOR","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","965","0"
"313","Korea, Rep.","KOR","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","965","0"
"314","Korea, Rep.","KOR","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","965","0"
"315","Korea, Rep.","KOR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","965","8.30201065727812"
"316","Korea, Rep.","KOR","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","965","0"
"317","Korea, Rep.","KOR","GDP per capita (current US$)","NY.GDP.PCAP.CD","965","105.126237154492"
"318","Korea, Rep.","KOR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","965","0"
"319","Korea, Rep.","KOR","GINI index (World Bank estimate)","SI.POV.GINI","965","0"
"320","Korea, Rep.","KOR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","965","0"
"321","Cambodia","KHM","Access to electricity (% of population)","EG.ELC.ACCS.ZS","965","0"
"322","Cambodia","KHM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","965","0"
"323","Cambodia","KHM","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","965","0"
"324","Cambodia","KHM","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","965","0"
"325","Cambodia","KHM","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","965","0"
"326","Cambodia","KHM","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","965","0"
"327","Cambodia","KHM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","965","20.843"
"328","Cambodia","KHM","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","965","0"
"329","Cambodia","KHM","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","965","0"
"330","Cambodia","KHM","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","965","0"
"331","Cambodia","KHM","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","965","0"
"332","Cambodia","KHM","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","965","0"
"333","Cambodia","KHM","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","965","0"
"334","Cambodia","KHM","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","965","0"
"335","Cambodia","KHM","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","965","11.5131578947368"
"336","Cambodia","KHM","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","965","0"
"337","Cambodia","KHM","GDP per capita (current US$)","NY.GDP.PCAP.CD","965","134.304175808407"
"338","Cambodia","KHM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","965","0"
"339","Cambodia","KHM","GINI index (World Bank estimate)","SI.POV.GINI","965","0"
"340","Cambodia","KHM","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","965","0"
"341","Hong Kong SAR, China","HKG","Access to electricity (% of population)","EG.ELC.ACCS.ZS","965","0"
"342","Hong Kong SAR, China","HKG","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","965","0"
"343","Hong Kong SAR, China","HKG","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","965","0"
"344","Hong Kong SAR, China","HKG","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","965","0"
"345","Hong Kong SAR, China","HKG","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","965","0"
"346","Hong Kong SAR, China","HKG","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","965","0"
"347","Hong Kong SAR, China","HKG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","965","5"
"348","Hong Kong SAR, China","HKG","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","965","0"
"349","Hong Kong SAR, China","HKG","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","965","0"
"350","Hong Kong SAR, China","HKG","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","965","0"
"351","Hong Kong SAR, China","HKG","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","965","0"
"352","Hong Kong SAR, China","HKG","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","965","0"
"353","Hong Kong SAR, China","HKG","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","965","0"
"354","Hong Kong SAR, China","HKG","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","965","0"
"355","Hong Kong SAR, China","HKG","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","965","68.8239088368093"
"356","Hong Kong SAR, China","HKG","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","965","0"
"357","Hong Kong SAR, China","HKG","GDP per capita (current US$)","NY.GDP.PCAP.CD","965","676.805507110096"
"358","Hong Kong SAR, China","HKG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","965","0"
"359","Hong Kong SAR, China","HKG","GINI index (World Bank estimate)","SI.POV.GINI","965","0"
"360","Hong Kong SAR, China","HKG","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","965","0"
"361","Lao PDR","LAO","Access to electricity (% of population)","EG.ELC.ACCS.ZS","965","0"
"362","Lao PDR","LAO","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","965","0"
"363","Lao PDR","LAO","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","965","0"
"364","Lao PDR","LAO","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","965","0"
"365","Lao PDR","LAO","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","965","0"
"366","Lao PDR","LAO","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","965","0"
"367","Lao PDR","LAO","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","965","19.235"
"368","Lao PDR","LAO","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","965","0"
"369","Lao PDR","LAO","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","965","0"
"370","Lao PDR","LAO","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","965","0"
"371","Lao PDR","LAO","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","965","0"
"372","Lao PDR","LAO","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","965","0"
"373","Lao PDR","LAO","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","965","0"
"374","Lao PDR","LAO","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","965","0"
"375","Lao PDR","LAO","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","965","0"
"376","Lao PDR","LAO","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","965","0"
"377","Lao PDR","LAO","GDP per capita (current US$)","NY.GDP.PCAP.CD","965","0"
"378","Lao PDR","LAO","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","965","0"
"379","Lao PDR","LAO","GINI index (World Bank estimate)","SI.POV.GINI","965","0"
"380","Lao PDR","LAO","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","965","0"
"381","Myanmar","MMR","Access to electricity (% of population)","EG.ELC.ACCS.ZS","965","0"
"382","Myanmar","MMR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","965","0"
"383","Myanmar","MMR","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","965","0"
"384","Myanmar","MMR","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","965","0"
"385","Myanmar","MMR","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","965","0"
"386","Myanmar","MMR","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","965","0"
"387","Myanmar","MMR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","965","18.277"
"388","Myanmar","MMR","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","965","0"
"389","Myanmar","MMR","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","965","0"
"390","Myanmar","MMR","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","965","0"
"391","Myanmar","MMR","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","965","0"
"392","Myanmar","MMR","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","965","0"
"393","Myanmar","MMR","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","965","0"
"394","Myanmar","MMR","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","965","0"
"395","Myanmar","MMR","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","965","0"
"396","Myanmar","MMR","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","965","0"
"397","Myanmar","MMR","GDP per capita (current US$)","NY.GDP.PCAP.CD","965","0"
"398","Myanmar","MMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","965","0"
"399","Myanmar","MMR","GINI index (World Bank estimate)","SI.POV.GINI","965","0"
"400","Myanmar","MMR","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","965","0"
"401","Philippines","PHL","Access to electricity (% of population)","EG.ELC.ACCS.ZS","965","0"
"402","Philippines","PHL","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","965","0"
"403","Philippines","PHL","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","965","0"
"404","Philippines","PHL","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","965","0"
"405","Philippines","PHL","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","965","27.1521421939249"
"406","Philippines","PHL","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","965","0"
"407","Philippines","PHL","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","965","9.959"
"408","Philippines","PHL","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","965","0"
"409","Philippines","PHL","Electric power consumption (kWh per capita)","EG.USE.ELEC.KH.PC","965","0"
"410","Philippines","PHL","Electricity production from renewable sources, excluding hydroelectric (% of total)","EG.ELC.RNWX.ZS","965","0"
"411","Philippines","PHL","Employment in agriculture (% of total employment)","SL.AGR.EMPL.ZS","965","0"
"412","Philippines","PHL","Employment in industry (% of total employment)","SL.IND.EMPL.ZS","965","0"
"413","Philippines","PHL","Employment in services (% of total employment)","SL.SRV.EMPL.ZS","965","0"
"414","Philippines","PHL","Exclusive breastfeeding (% of children under 6 months)","SH.STA.BFED.ZS","965","0"
"415","Philippines","PHL","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","965","19.3836494672149"
"416","Philippines","PHL","Foreign direct investment, net (BoP, current US$)","BN.KLT.DINV.CD","965","0"
"417","Philippines","PHL","GDP per capita (current US$)","NY.GDP.PCAP.CD","965","187.113019595667"
"418","Philippines","PHL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","965","0"
"419","Philippines","PHL","GINI index (World Bank estimate)","SI.POV.GINI","965","0"
"420","Philippines","PHL","Unemployment, total (% of total labor force) (modeled ILO estimate)","SL.UEM.TOTL.ZS","965","0"
"421","Singapore","SGP","Access to electricity (% of population)","EG.ELC.ACCS.ZS","965","0"
"422","Singapore","SGP","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","965","0"
"423","Singapore","SGP","Adolescents out of school (% of lower secondary school age)","SE.SEC.UNER.LO.ZS","965","0"
"424","Singapore","SGP","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","965","0"
"425","Singapore","SGP","Agriculture, value added (% of GDP)","NV.AGR.TOTL.ZS","965","0"
"426","Singapore","SGP","Alternative and nuclear energy (% of total energy use)","EG.USE.COMM.CL.ZS","965","0"
"427","Singapore","SGP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","965","5.5"
"428","Singapore","SGP","Ease of doing business index (1=most business-friendly regulations)","IC.BUS.EASE.XQ","965","0"
